ID,CASE_NUMBER,BLOCK,IUCR,PRIMARY_TYPE,DESCRIPTION,LOCATION_DESCRIPTION,ARREST,DOMESTIC,BEAT,DISTRICT,WARD,COMMUNITY_AREA_NUMBER,FBICODE,YEAR,LONGITUDE,LATITUDE
6901330,HR308245,051XX W WASHINGTON BLVD,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1533,15,28,25,5,2009,-87.75323904,41.88171283
10268156,HY455377,072XX S WOOD ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,735,7,17,67,7,2015,-87.66860929,41.76258082
6672913,HP747058,065XX S NORMAL BLVD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,722,7,20,68,7,2008,-87.63688771,41.77558748
5835389,HN645348,032XX W CULLOM AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1724,17,33,16,7,2007,-87.70992679,41.95935337
3969617,HL334216,085XX S CRANDON AVE,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,412,4,8,46,7,2005,-87.56849579,41.74044266
7427845,HS230740,038XX N LAWNDALE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1732,17,39,16,7,2010,-87.72017548,41.95071764
8921455,HV593288,001XX S BELL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1211,12,2,28,7,2012,-87.68280613,41.87921415
3310641,HK341632,092XX S MERRILL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,413,4,7,48,7,2004,-87.5718361,41.72753093
2514430,HH859922,055XX S LAKE PARK AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2132,2,5,41,7,2002,-87.58763986,41.79465029
1790731,G611731,010XX N ORLEANS ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1823,18,,,7,2001,-87.63750584,41.90139648
5161792,HM757133,020XX S JEFFERSON ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1233,12,25,31,7,2006,-87.64178688,41.85526689
3072896,HJ786817,032XX W PALMER ST,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,1413,14,26,22,7,2003,-87.70957608,41.92103119
8681629,HV356669,060XX S CHAMPLAIN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,313,3,20,42,7,2012,-87.60970089,41.78494488
9556192,HX207970,001XX N KARLOV AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1114,11,28,26,7,2014,-87.72816673,41.8823436
5136468,HM733422,002XX N WOLCOTT AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1333,12,27,28,7,2006,-87.67431227,41.88568879
2116573,HH352862,071XX S MICHIGAN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,FALSE,FALSE,323,3,6,69,7,2002,-87.621679,41.76512359
1819413,G652158,035XX W FRANKLIN BL,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,1121,11,,,7,2001,-87.71433947,41.890091
9651438,HX301095,056XX S PEORIA ST,920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,FALSE,FALSE,712,7,20,68,7,2014,-87.64752354,41.79171928
9974424,HY163644,031XX W 66TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,831,8,15,66,7,2015,-87.70120071,41.77352791
6723496,HR140766,054XX W POTOMAC AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2532,25,37,25,7,2009,-87.76220641,41.9039889
2316019,HH605275,054XX S SPAULDING AVE,915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,FALSE,FALSE,822,8,14,63,7,2002,-87.70603255,41.7945894
2859254,HJ513676,078XX S ASHLAND AVE,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,ALLEY,FALSE,FALSE,612,6,17,71,7,2003,-87.66346299,41.75131301
2103277,HH337319,023XX N KEATING AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2522,25,31,19,7,2002,-87.74505509,41.92318331
2169996,HH423186,046XX S CHRISTIANA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,821,8,14,58,7,2002,-87.70760798,41.80944182
5733472,HN543219,061XX S MAPLEWOOD AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,825,8,15,66,7,2007,-87.68739352,41.78239751
10707046,HZ463811,0000X W CTA OHARE PLATFORM ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA TRAIN,FALSE,FALSE,1654,16,41,76,11,2016,-87.90412276,41.97810845
5904817,HN702776,005XX N KINGSBURY ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,FALSE,1831,18,42,8,11,2007,-87.63939736,41.89090025
7195847,HR607189,059XX N LINCOLN AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESTAURANT,FALSE,FALSE,2011,20,40,2,11,2009,-87.70486783,41.98889458
1826250,G654957,016XX E 95 ST,1120,DECEPTIVE PRACTICE,FORGERY,BANK,FALSE,FALSE,431,4,,,10,2001,-87.58307441,41.72225893
3761051,HL131736,078XX S WINCHESTER AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,TRUE,611,6,18,71,11,2005,-87.67195845,41.75161195
5713696,HN519755,023XX W GRAND AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,STREET,TRUE,FALSE,1313,12,26,24,11,2007,-87.68507699,41.89068696
1803248,G629024,046XX N DELPHIA AV,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,FALSE,FALSE,1614,16,,,11,2001,-87.84187255,41.96483755
3864164,HL239939,004XX N STATE ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",STREET,TRUE,FALSE,1834,18,42,8,11,2004,-87.62799483,41.88945317
3300223,HK328522,016XX W HOWARD ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,CTA PLATFORM,TRUE,FALSE,2422,24,49,1,11,2004,-87.67275327,42.0193833
2723161,HJ349966,035XX W 77TH PL,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,835,8,18,70,11,2003,-87.71067256,41.75241282
1580040,G345035,087XX S DR MARTN LUTHR KING JR DR,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,FALSE,FALSE,632,6,,,11,2001,-87.61467513,41.73645417
11057640,JA394755,021XX W CRYSTAL ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,1424,14,32,24,11,2017,-87.68053721,41.9040641
10327846,HY518743,079XX S MORGAN ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,621,6,17,71,11,2015,-87.64886469,41.7497423
11178752,JA550741,029XX W BERTEAU AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,FALSE,FALSE,1724,17,33,16,11,2017,-87.70152846,41.95758135
2225484,HH493814,034XX N CLARK ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESTAURANT,TRUE,FALSE,1924,19,44,6,11,2002,-87.65386761,41.94391468
10760731,HZ523997,0000X S MAYFIELD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,1513,15,29,25,11,2014,,
1438213,G161722,011XX W WILSON AV,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,2311,19,,,11,2001,-87.65785443,41.96528267
10268721,HY455698,046XX W DIVERSEY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,FALSE,FALSE,2521,25,31,20,11,2015,-87.74295666,41.93158085
2003966,HH208082,057XX S CICERO AV,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,AIRPORT/AIRCRAFT,TRUE,FALSE,813,8,,,11,2002,-87.74147999,41.78898704
8210615,HT404945,080XX S ESCANABA AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,422,4,7,46,11,2011,-87.55406744,41.74945679
3842013,HL213843,004XX E 40TH ST,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,213,2,3,38,3,2005,-87.61549337,41.82116453
4810471,HM422467,027XX W ARDMORE AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,TRUE,FALSE,2011,20,40,2,3,2006,-87.69862481,41.98676092
10882712,JA192460,036XX W ROOSEVELT RD,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,1133,11,24,29,3,2017,-87.71572561,41.86628662
4110831,HL446401,042XX W 26TH ST,325,ROBBERY,VEHICULAR HIJACKING,STREET,FALSE,FALSE,1031,10,22,30,3,2005,-87.73073233,41.84416527
7578055,HS330202,119XX S MICHIGAN AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,532,5,9,53,3,2010,-87.62050376,41.67783055
6588112,HP661088,043XX W WALTON ST,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,1111,11,37,23,3,2008,-87.73454643,41.89796161
2666808,HJ281736,084XX S MAY ST,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,613,6,21,71,3,2003,-87.65226674,41.74095603
5260944,HN136243,036XX N WESTERN AVE,320,ROBBERY,STRONGARM - NO WEAPON,RESTAURANT,TRUE,FALSE,1912,19,47,5,3,2007,-87.68827183,41.94727721
2906269,HJ580490,036XX W DIVISION ST,031A,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1112,11,27,23,3,2003,-87.7181662,41.90274056
8536808,HV213648,055XX S JUSTINE ST,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE,FALSE,FALSE,713,7,16,67,3,2012,-87.66333147,41.79319294
8841511,HV514287,046XX N SACRAMENTO AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,TRUE,FALSE,1713,17,33,14,3,2012,-87.70350763,41.96604713
3046354,HJ753917,052XX W ADDISON ST,031A,ROBBERY,ARMED: HANDGUN,GAS STATION,FALSE,FALSE,1634,16,38,15,3,2003,-87.75753456,41.94599344
10831592,JA133264,009XX N MASSASOIT AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,1511,15,29,25,3,2017,-87.76913101,41.89729974
2953056,HJ642080,071XX W HIGGINS AVE,312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,FALSE,FALSE,1613,16,41,10,3,2003,-87.80543826,41.98077882
11184062,JA557966,001XX S OAKLEY BLVD,031A,ROBBERY,ARMED: HANDGUN,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1223,12,2,28,3,2017,-87.68392799,41.87975288
8875058,HV548880,067XX S STATE ST,330,ROBBERY,AGGRAVATED,GAS STATION,FALSE,FALSE,322,3,6,69,3,2012,-87.62511546,41.77228548
7410895,HR480844,126XX S EMERALD AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,523,5,34,53,3,2009,-87.64025723,41.66442451
9425197,HW568748,081XX S PERRY AVE,031A,ROBBERY,ARMED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,622,6,21,44,3,2013,-87.62692021,41.74678558
2164207,HH405177,041XX W GLADYS AVE,312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,FALSE,FALSE,1132,11,28,26,3,2002,-87.72930487,41.87613113
4136958,HL472862,107XX S LA SALLE ST,031A,ROBBERY,ARMED: HANDGUN,ALLEY,FALSE,FALSE,513,5,34,49,3,2005,-87.62687911,41.69937177
1570987,G326063,029XX S DEARBORN ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,TRUE,FALSE,2113,2,,,26,2001,-87.62781857,41.83969609
4084479,HL424420,027XX S STATE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,TRUE,FALSE,2113,1,3,35,26,2005,-87.62692325,41.84402377
11056591,JA393243,094XX S HARVARD AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,TRUE,FALSE,634,6,21,49,26,2017,-87.63211253,41.72323003
7174283,HR585012,043XX W 79TH ST,1330,CRIMINAL TRESPASS,TO LAND,"SCHOOL, PUBLIC, GROUNDS",TRUE,FALSE,834,8,13,70,26,2009,-87.7304466,41.74941446
11106461,JA455629,079XX S HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,TRUE,FALSE,621,6,17,71,26,2017,-87.64403074,41.75011132
8693981,HV369974,062XX S TALMAN AVE,1330,CRIMINAL TRESPASS,TO LAND,ALLEY,TRUE,FALSE,825,8,15,66,26,2012,-87.68977465,41.78040754
5827212,HN637742,025XX N PULASKI RD,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,2524,25,31,22,26,2007,-87.72684967,41.92723512
9413737,HW557360,004XX S STATE ST,1330,CRIMINAL TRESPASS,TO LAND,LIBRARY,TRUE,FALSE,113,1,2,32,26,2013,-87.62764406,41.87660796
3064175,HJ776916,003XX S MAPLEWOOD AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,TRUE,FALSE,1125,11,2,28,26,2003,-87.69007438,41.87688955
2774880,HJ419340,031XX S DEARBORN ST,1330,CRIMINAL TRESPASS,TO LAND,COLLEGE/UNIVERSITY GROUNDS,TRUE,FALSE,2113,2,3,35,26,2003,-87.62792157,41.83766871
2100965,HH329720,005XX E 36TH PL,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,TRUE,FALSE,212,2,4,35,26,2002,-87.61306155,41.82831734
5635192,HM802052,039XX S COTTAGE GROVE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,FALSE,FALSE,213,2,4,38,26,2006,-87.60684825,41.82228198
3081572,HJ804627,002XX W ADAMS ST,1330,CRIMINAL TRESPASS,TO LAND,BANK,TRUE,FALSE,112,1,2,32,26,2003,-87.63428935,41.87937913
6777303,HR190881,047XX N WESTERN AVE,1330,CRIMINAL TRESPASS,TO LAND,BANK,FALSE,FALSE,1911,19,47,4,26,2009,-87.68886902,41.96754381
1762743,G575031,0000X W 87 ST,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,634,6,,,26,2001,-87.62695987,41.73614614
1427912,G122095,039XX N ASHLAND AV,1505,PROSTITUTION,CALL OPERATION,RESIDENCE,TRUE,FALSE,1923,19,,,16,2001,-87.66889815,41.95414251
5784844,HN595319,070XX N CLARK ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,TRUE,FALSE,2424,24,49,1,16,2007,-87.6741476,42.00980315
1553689,G302291,026XX W MADISON ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1125,11,,,16,2001,-87.69213,41.88099546
1367327,G057394,046XX S CICERO AV,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,TRUE,FALSE,814,8,,,16,2001,-87.74330304,41.80771246
5228794,HM590468,010XX N STATE ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1824,18,42,8,16,2006,-87.62831264,41.90062965
8789017,HV463112,0000X N KENTON AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1113,11,28,25,16,2012,-87.74009605,41.88094316
3680034,HK749575,002XX N LARAMIE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,FALSE,FALSE,1532,15,28,25,15,2004,-87.75522715,41.88481014
7357439,HS100098,070XX S ROCKWELL ST,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,RESIDENCE,TRUE,FALSE,831,8,18,66,15,2010,-87.68817109,41.76590865
9432406,HW576249,012XX S KEDVALE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,TRUE,FALSE,1011,10,24,29,15,2013,-87.72881253,41.86525306
3426362,HK485601,067XX S THROOP ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,724,7,17,67,15,2004,-87.65671355,41.7714523
2269553,HH460583,021XX N ST LOUIS AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,1413,14,26,22,15,2002,-87.71357149,41.91937884
4965099,HM576559,087XX S ESCANABA AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,TRUE,FALSE,423,4,10,46,15,2006,-87.55417668,41.73648247
4317595,HL611297,055XX S SACRAMENTO AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,FALSE,FALSE,824,8,14,63,24,2005,-87.69866833,41.79314936
8681171,HV356389,046XX S LEAMINGTON AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,814,8,23,56,24,2012,-87.75174831,41.80874896
9551405,HX203242,063XX S EBERHART AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,TRUE,FALSE,312,3,20,42,24,2014,-87.61319748,41.7798268
2075734,HH292682,016XX W BRYN MAWR AV,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,"SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,2012,20,,,26,2002,,
1806896,G635735,0000X N HERMITAGE AV,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,1333,12,,,26,2001,-87.67071922,41.88298425
5766654,HN567387,026XX W BELMONT AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,1411,14,1,21,2,2007,-87.69410322,41.93941471
6986273,HR391350,015XX S KOLIN AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,APARTMENT,FALSE,TRUE,1012,10,24,29,2,2009,-87.73354382,41.85985521
5176248,HM768251,076XX S CAMPBELL AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,TRUE,FALSE,835,8,18,70,20,2006,-87.6854103,41.75467441
8159639,HT394616,077XX S SOUTH SHORE DR,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,FALSE,421,4,7,43,20,2011,-87.55295175,41.75655146
2382981,HH688935,057XX S HALSTED ST,291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,ALLEY,FALSE,FALSE,712,7,16,68,2,2002,-87.64505342,41.79021162
3588432,HK677648,022XX N KOSTNER AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,TRUE,FALSE,2522,25,31,20,2,2004,-87.73646425,41.92157476
1455002,G158614,059XX S GREEN ST,261,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,ALLEY,FALSE,FALSE,712,7,,,2,2001,-87.64633171,41.78691515
3280399,HK310265,049XX W FOSTER AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,1623,16,45,12,17,2004,-87.75214432,41.97527996
6906555,HR314298,007XX W 49TH PL,1585,SEX OFFENSE,OTHER,STREET,TRUE,FALSE,935,9,3,61,17,2009,-87.64398897,41.80433829
8169210,HT404326,023XX N MASON AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,2515,25,37,19,17,2011,-87.77445359,41.92253708
10070513,HY259084,056XX S WOOD ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,FALSE,FALSE,715,7,15,67,24,2015,-87.6693793,41.79169949
4072241,HL415544,031XX W FLOURNOY ST,3750,INTERFERENCE WITH PUBLIC OFFICER,ESCAPE,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,1134,11,24,27,24,2005,-87.70464797,41.87279076
6183080,HP265256,013XX N HUDSON AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,TRUE,FALSE,1821,18,27,8,19,2008,-87.6396809,41.90712313
6987751,HR392537,070XX S TALMAN AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,TRUE,FALSE,831,8,18,66,19,2009,-87.68938994,41.76572065
3987219,HL266884,024XX N CLARK ST,2210,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,CONVENIENCE STORE,TRUE,FALSE,2333,19,43,7,22,2005,-87.64089934,41.92626872
3266814,HK238408,093XX S STONY ISLAND AVE,2230,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,ALLEY,TRUE,FALSE,413,4,8,48,22,2004,-87.58496589,41.72530099
9692995,HX343113,132XX S RIVERDALE AVE,1025,ARSON,AGGRAVATED,RESIDENCE,FALSE,FALSE,533,5,9,54,9,2014,-87.60952871,41.65371054
4607081,HM195342,001XX W 118TH ST,1020,ARSON,BY FIRE,RESIDENCE,FALSE,FALSE,522,5,34,53,9,2006,-87.62587044,41.67980945
21149,HW519443,044XX S RICHMOND ST,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,TRUE,TRUE,922,9,14,58,01A,2013,-87.69802859,41.81299523
23469,JA359626,015XX E 82ND ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,411,4,8,45,01A,2017,-87.58637073,41.74601319
5276766,HN144152,050XX W VAN BUREN ST,1792,KIDNAPPING,CHILD ABDUCTION/STRANGER,STREET,FALSE,FALSE,1533,15,29,25,20,2007,-87.75024931,41.87490841
5738893,HN544458,016XX E 87TH ST,3960,INTIMIDATION,INTIMIDATION,SMALL RETAIL STORE,FALSE,FALSE,412,4,8,45,26,2007,-87.58439122,41.73693038
9094512,HW238778,038XX N SPAULDING AVE,583,STALKING,CYBERSTALKING,RESIDENCE,FALSE,TRUE,1733,17,33,16,08A,2013,-87.71038332,41.95098326
11233321,JB155558,036XX W 81ST ST,1540,OBSCENITY,OBSCENE MATTER,RESIDENCE,TRUE,TRUE,834,8,18,70,17,2018,-87.71318989,41.74598005
10270593,HY458571,059XX W CHICAGO AVE,1480,CONCEALED CARRY LICENSE VIOLATION,OTHER,SIDEWALK,TRUE,FALSE,1511,15,29,25,15,2015,-87.77363824,41.89473398
10626372,HZ378869,008XX W 76TH ST,1536,PUBLIC INDECENCY,LICENSED PREMISE,SIDEWALK,TRUE,FALSE,621,6,17,71,17,2016,-87.64448713,41.75609664
10625887,HZ378355,054XX N ELSTON AVE,5093,NON-CRIMINAL,LOST PASSPORT,GOVERNMENT BUILDING/PROPERTY,FALSE,FALSE,1621,16,45,11,26,2016,-87.75882076,41.97959452
9608166,HX258445,010XX N WELLS ST,1900,OTHER NARCOTIC VIOLATION,INTOXICATING COMPOUNDS,SIDEWALK,TRUE,FALSE,1823,18,27,8,18,2014,-87.63436132,41.90073798
10453948,HZ192829,028XX E 79TH ST,1055,HUMAN TRAFFICKING,INVOLUNTARY SERVITUDE,APARTMENT,FALSE,FALSE,422,4,7,46,26,2016,-87.554826,41.75188515
10397129,HZ133234,006XX W HARRISON ST,5114,NON - CRIMINAL,FOID - REVOCATION,STREET,FALSE,FALSE,124,1,2,28,26,2016,-87.64301304,41.87436328
3269495,HJ747227,012XX W 81ST ST,510,RITUALISM,AGG RIT MUT: HANDS/FIST/FEET SERIOUS INJURY,OTHER,FALSE,FALSE,612,6,21,71,04B,2003,-87.65394139,41.74685249
10840565,JA143710,009XX N KARLOV AVE,5073,NON-CRIMINAL (SUBJECT SPECIFIED),NOTIFICATION OF CIVIL NO CONTACT ORDER,RESIDENCE,FALSE,TRUE,1111,11,37,23,26,2017,-87.72862232,41.89789489
1326195,G021609,087XX S ESCANABA AV,9901,DOMESTIC VIOLENCE,DOMESTIC VIOLENCE,APARTMENT,TRUE,TRUE,423,4,,,08B,2001,-87.55431961,41.73617608
